dataset,setting,ai_kind,policy_kind,human_kind,n_test,budget,spent_cost,avg_subset_size,pct_human_used,ai_only_accuracy,ai_only_dp_diff,ai_only_eo_diff,ai_only_eopp_diff,ai_only_te_diff,ai_only_subgroup_fairness,ai_only_individual_fairness,final_accuracy,final_demographic_parity_diff,final_equalized_odds_diff,final_equal_opportunity_diff,final_treatment_equality_diff,final_subgroup_fairness,final_individual_fairness,wall_seconds
compas,c_placo_basicAI_automation,basic,placo,automation_biased,3312,29808.0,25415.31572433513,8.092089371980677,100.0,0.6929347826086957,0.1155076657510064,0.168836628311994,0.0679349324510615,0.4492677307665573,0.2256762702848248,0.9346618357487932,0.706219806763285,0.1198500224330645,0.1686564654447621,0.0693686242073339,0.4737521153389711,0.2278960261116839,0.9109903381642532,141.09210109710693
compas,d_placo_fairAI_unbiased,fair,placo,unbiased,3312,29808.0,25016.892596164405,7.738224637681159,100.0,0.6908212560386473,0.0781318575188664,0.1175142328665114,0.0410532120209539,0.2416535780850781,0.1590835954790534,0.9248188405797112,0.9622584541062802,0.083458335014285,0.0192814304130934,0.001985111662531,0.0516011287750823,0.019723865877712,0.6501811594202832,161.8535280227661
compas,e_placo_fairAI_explicit,fair,placo,explicit_biased,3312,29808.0,25101.02617176823,7.816425120772947,100.0,0.6908212560386473,0.0781318575188664,0.1175142328665114,0.0410532120209539,0.2416535780850781,0.1590835954790534,0.9248188405797112,0.8303140096618358,0.0918997688232972,0.0457402812241521,0.0457402812241521,0.2295895156200355,0.1098910480793858,0.6724637681159386,180.5867612361908
compas,f_placo_fairAI_automation,fair,placo,automation_biased,3312,29808.0,25414.765397712552,8.092089371980677,100.0,0.6908212560386473,0.0781318575188664,0.1175142328665114,0.0410532120209539,0.2416535780850781,0.1590835954790534,0.9248188405797112,0.716183574879227,0.0949878299096932,0.1355105014933499,0.0476978218913702,0.3394242682852939,0.1638941609914033,0.8781400966183595,184.8513510227203
compas,g_FAIRPLACO_fairAI_unbiased,fair,fair_placo,unbiased,3312,29808.0,24999.740362848912,7.732487922705314,99.93961352657004,0.6908212560386473,0.0781318575188664,0.1175142328665114,0.0410532120209539,0.2416535780850781,0.1590835954790534,0.9248188405797112,0.9622584541062802,0.083458335014285,0.0192814304130934,0.001985111662531,0.0516011287750823,0.019723865877712,0.6501811594202832,166.89083218574524
compas,h_FAIRPLACO_fairAI_explicit,fair,fair_placo,explicit_biased,3312,29808.0,25093.09006772306,7.811594202898551,99.96980676328504,0.6908212560386473,0.0781318575188664,0.1175142328665114,0.0410532120209539,0.2416535780850781,0.1590835954790534,0.9248188405797112,0.8309178743961353,0.0914621101261753,0.0457402812241521,0.0457402812241521,0.2243234924540584,0.1098910480793858,0.671739130434779,185.18372797966003
compas,i_FAIRPLACO_fairAI_automation,fair,fair_placo,automation_biased,3312,29808.0,25393.705774529357,8.086050724637682,99.93961352657004,0.6908212560386473,0.0781318575188664,0.1175142328665114,0.0410532120209539,0.2416535780850781,0.1590835954790534,0.9248188405797112,0.7155797101449275,0.0931638445015764,0.1317511029971093,0.0469809760132341,0.3271146724582758,0.1627842830779737,0.878743961352659,200.6713409423828
compas,j_FAIRPLACO_basicAI_unbiased,basic,fair_placo,unbiased,3312,29808.0,24988.883132837116,7.72524154589372,99.93961352657004,0.6929347826086957,0.1155076657510064,0.168836628311994,0.0679349324510615,0.4492677307665573,0.2256762702848248,0.9346618357487932,0.9631642512077294,0.084351990063436,0.0205345632451736,0.0025089605734767,0.0012763243596047,0.0200194396603174,0.6508454106280126,158.6626570224762
compas,k_FAIRPLACO_basicAI_explicit,basic,fair_placo,explicit_biased,3312,29808.0,25044.440463748273,7.764794685990339,99.96980676328504,0.6929347826086957,0.1155076657510064,0.168836628311994,0.0679349324510615,0.4492677307665573,0.2256762702848248,0.9346618357487932,0.8342391304347826,0.0902041469995317,0.0510890543148607,0.0510890543148607,0.2277897187953649,0.1305100352983306,0.6905193236714928,161.07938265800476
compas,l_FAIRPLACO_basicAI_automation,basic,fair_placo,automation_biased,3312,29808.0,25390.685565443662,8.084842995169081,99.93961352657004,0.6929347826086957,0.1155076657510064,0.168836628311994,0.0679349324510615,0.4492677307665573,0.2256762702848248,0.9346618357487932,0.706219806763285,0.1189380297290061,0.1674033326126819,0.0686517783291976,0.4668664760030039,0.2267861481982543,0.9120772946859924,164.5948748588562
german,a_placo_basicAI_unbiased,basic,placo,unbiased,300,2700.0,2233.5184389668025,7.67,100.0,0.7166666666666667,0.0490196078431373,0.1036682615629984,0.0,0.0953101798043248,0.3502673796791443,0.7526666666666673,0.9666666666666668,0.0477941176470588,0.0136054421768707,0.0136054421768707,0.6931471805599453,0.0588235294117647,0.6973333333333339,18.960044145584103
german,b_placo_basicAI_explicit,basic,placo,explicit_biased,300,2700.0,2239.725016872643,7.733333333333333,100.0,0.7166666666666667,0.0490196078431373,0.1036682615629984,0.0,0.0953101798043248,0.3502673796791443,0.7526666666666673,0.8933333333333333,0.0214460784313725,0.2535885167464115,0.0839002267573696,0.0281708769666961,0.2142857142857143,0.7040000000000002,17.8790020942688
german,c_placo_basicAI_automation,basic,placo,automation_biased,300,2700.0,2189.7574429662463,7.653333333333333,100.0,0.7166666666666667,0.0490196078431373,0.1036682615629984,0.0,0.0953101798043248,0.3502673796791443,0.7526666666666673,0.7166666666666667,0.0490196078431373,0.1036682615629984,0.0,0.0953101798043248,0.3502673796791443,0.7526666666666673,19.11406683921814
german,d_placo_fairAI_unbiased,fair,placo,unbiased,300,2700.0,2232.986614608572,7.68,100.0,0.7266666666666667,0.0386029411764706,0.1339712918660287,0.0317460317460317,0.2643865098482588,0.3502673796791443,0.7613333333333342,0.9633333333333334,0.0582107843137255,0.0031897926634768,0.0022675736961451,0.0,0.0625,0.6933333333333338,36.777254819869995
german,e_placo_fairAI_explicit,fair,placo,explicit_biased,300,2700.0,2243.557477654957,7.78,100.0,0.7266666666666667,0.0386029411764706,0.1339712918660287,0.0317460317460317,0.2643865098482588,0.3502673796791443,0.7613333333333342,0.8633333333333333,0.0373774509803922,0.2966507177033493,0.1337868480725623,0.0689928714869515,0.3571428571428571,0.6753333333333338,35.42588806152344
german,f_placo_fairAI_automation,fair,placo,automation_biased,300,2700.0,2188.7930270426195,7.653333333333333,100.0,0.7266666666666667,0.0386029411764706,0.1339712918660287,0.0317460317460317,0.2643865098482588,0.3502673796791443,0.7613333333333342,0.7266666666666667,0.0386029411764706,0.1339712918660287,0.0317460317460317,0.2643865098482588,0.3502673796791443,0.7613333333333342,35.642658948898315
german,g_FAIRPLACO_fairAI_unbiased,fair,fair_placo,unbiased,300,2700.0,2197.7690358152363,7.556666666666667,99.0,0.7266666666666667,0.0386029411764706,0.1339712918660287,0.0317460317460317,0.2643865098482588,0.3502673796791443,0.7613333333333342,0.9533333333333334,0.0477941176470588,0.0159489633173843,0.0045351473922902,0.3566749439387322,0.1111111111111111,0.6933333333333336,34.33405900001526
german,h_FAIRPLACO_fairAI_explicit,fair,fair_placo,explicit_biased,300,2700.0,2208.4664731220932,7.666666666666667,99.0,0.7266666666666667,0.0386029411764706,0.1339712918660287,0.0317460317460317,0.2643865098482588,0.3502673796791443,0.7613333333333342,0.86,0.0324754901960784,0.2966507177033493,0.1269841269841269,0.0645385211375711,0.3571428571428571,0.6673333333333339,40.31133484840393
german,i_FAIRPLACO_fairAI_automation,fair,fair_placo,automation_biased,300,2700.0,2191.5086044389227,7.66,99.0,0.7266666666666667,0.0386029411764706,0.1339712918660287,0.0317460317460317,0.2643865098482588,0.3502673796791443,0.7613333333333342,0.7266666666666667,0.0386029411764706,0.1339712918660287,0.0317460317460317,0.2643865098482588,0.3502673796791443,0.7613333333333342,37.61973285675049
german,j_FAIRPLACO_basicAI_unbiased,basic,fair_placo,unbiased,300,2700.0,2200.0390783511853,7.563333333333333,99.0,0.7166666666666667,0.0490196078431373,0.1036682615629984,0.0,0.0953101798043248,0.3502673796791443,0.7526666666666673,0.9566666666666668,0.0373774509803922,0.0204081632653061,0.0204081632653061,1.0498221244986774,0.1111111111111111,0.6973333333333338,16.297319889068604
german,k_FAIRPLACO_basicAI_explicit,basic,fair_placo,explicit_biased,300,2700.0,2214.7259111699395,7.653333333333333,99.0,0.7166666666666667,0.0490196078431373,0.1036682615629984,0.0,0.0953101798043248,0.3502673796791443,0.7526666666666673,0.89,0.0165441176470588,0.2535885167464115,0.0770975056689342,0.1541506798272583,0.2142857142857143,0.7060000000000002,15.976709127426147
german,l_FAIRPLACO_basicAI_automation,basic,fair_placo,automation_biased,300,2700.0,2198.7888931813804,7.683333333333334,99.0,0.7166666666666667,0.0490196078431373,0.1036682615629984,0.0,0.0953101798043248,0.3502673796791443,0.7526666666666673,0.7166666666666667,0.0490196078431373,0.1036682615629984,0.0,0.0953101798043248,0.3502673796791443,0.7526666666666673,16.32334589958191
imagenet,a_placo_basicAI_unbiased,basic,placo,unbiased,1440,12960.0,10867.193433074166,7.731944444444444,100.0,0.7993055555555556,0.0140188448780562,0.1760127857688833,0.1760127857688833,0.6034453478353148,0.4891706775268419,0.7655555555555532,0.9743055555555556,0.0530709278294814,0.0487003934446544,0.0241122924049753,0.048790164169432,0.0897435897435897,0.6887499999999995,66.94314408302307
imagenet,b_placo_basicAI_explicit,basic,placo,explicit_biased,1440,12960.0,10881.867982011345,7.759027777777778,100.0,0.7993055555555556,0.0140188448780562,0.1760127857688833,0.1760127857688833,0.6034453478353148,0.4891706775268419,0.7655555555555532,0.8819444444444444,0.0515059886421305,0.1793271167012609,0.1415468000833855,0.1344971097444815,0.3648648648648649,0.7047222222222207,65.04730176925659
imagenet,c_placo_basicAI_automation,basic,placo,automation_biased,1440,12960.0,10687.848538081676,7.70625,100.0,0.7993055555555556,0.0140188448780562,0.1760127857688833,0.1760127857688833,0.6034453478353148,0.4891706775268419,0.7655555555555532,0.7993055555555556,0.0140188448780562,0.1760127857688833,0.1760127857688833,0.6034453478353148,0.4891706775268419,0.7655555555555532,68.34908604621887
imagenet,d_placo_fairAI_unbiased,fair,placo,unbiased,1440,12960.0,10864.844170455146,7.729861111111111,100.0,0.7993055555555556,0.0083109655732674,0.1594746716697935,0.1594746716697935,0.379664462163431,0.4661905251258864,0.7631944444444427,0.9743055555555556,0.0502420735154786,0.0457418135629976,0.0268223195052462,0.0800427076735365,0.0897435897435897,0.6883333333333327,123.9704020023346
imagenet,e_placo_fairAI_explicit,fair,placo,explicit_biased,1440,12960.0,10870.63851685501,7.740972222222222,100.0,0.7993055555555556,0.0083109655732674,0.1594746716697935,0.1594746716697935,0.379664462163431,0.4661905251258864,0.7631944444444427,0.8861111111111111,0.0602434049680548,0.1773908733232132,0.122854561878952,0.0149256502166756,0.2871198568872987,0.7038888888888877,110.36491203308104
imagenet,f_placo_fairAI_automation,fair,placo,automation_biased,1440,12960.0,10689.61227784973,7.705555555555556,100.0,0.7993055555555556,0.0083109655732674,0.1594746716697935,0.1594746716697935,0.379664462163431,0.4661905251258864,0.7631944444444427,0.7993055555555556,0.0083109655732674,0.1594746716697935,0.1594746716697935,0.379664462163431,0.4661905251258864,0.7631944444444427,102.67844986915588
imagenet,g_FAIRPLACO_fairAI_unbiased,fair,fair_placo,unbiased,1440,12960.0,10829.259787760571,7.701388888888889,99.86111111111111,0.7993055555555556,0.0083109655732674,0.1594746716697935,0.1594746716697935,0.379664462163431,0.4661905251258864,0.7631944444444427,0.9729166666666668,0.0502420735154786,0.0487003934446544,0.0295323466055172,0.1053605156578262,0.1025641025641025,0.6870833333333327,109.16090297698976
